"rank","product_name","total_revenue"
"964","Product_1930","405950.22"
"965","Product_949","405787.77"
"966","Product_1155","405682.99"
"967","Product_1616","405664.16"
"968","Product_1539","405617.70"
"969","Product_1856","405579.77"
"970","Product_1829","405560.63"
"971","Product_1351","405524.71"
"972","Product_886","405489.56"
"973","Product_1094","405391.52"
"974","Product_1910","405388.84"
"975","Product_1299","405310.45"
"976","Product_841","405308.47"
"977","Product_876","405252.31"
"978","Product_1238","405171.24"
"979","Product_221","405168.56"
"980","Product_1384","404778.70"
"981","Product_945","404696.94"
"982","Product_1059","404668.79"
"983","Product_513","404649.85"
"984","Product_321","404562.94"
"985","Product_902","404562.44"
"986","Product_856","404544.96"
"987","Product_1263","404432.19"
"988","Product_507","404401.61"
"989","Product_1067","404382.67"
"990","Product_782","404207.21"
"991","Product_1487","404172.65"
"992","Product_381","404109.00"
"993","Product_1852","404015.07"
"994","Product_1414","404002.03"
"995","Product_1249","403962.93"
"996","Product_1979","403838.78"
"997","Product_270","403624.59"
"998","Product_764","403539.10"
"999","Product_910","403385.99"
"1000","Product_895","403365.63"
"1001","Product_1391","403284.22"
"1002","Product_94","403223.54"
"1003","Product_1031","403179.37"
"1004","Product_885","403087.56"
"1005","Product_1448","403025.63"
"1006","Product_1638","402960.00"
"1007","Product_1283","402761.46"
"1008","Product_1775","402678.80"
"1009","Product_376","402663.35"
"1010","Product_1026","402600.17"
"1011","Product_1356","402597.70"
"1012","Product_1305","402587.71"
"1013","Product_1","402421.85"
"1014","Product_642","402411.82"
"1015","Product_428","402325.78"
"1016","Product_524","402299.61"
"1017","Product_1131","402227.74"
"1018","Product_1121","402197.27"
"1019","Product_1443","402194.39"
"1020","Product_806","402184.55"
"1021","Product_767","402081.33"
"1022","Product_156","402047.41"
"1023","Product_1135","401926.00"
"1024","Product_1342","401895.27"
"1025","Product_343","401881.96"
"1026","Product_110","401809.82"
"1027","Product_1744","401754.53"
"1028","Product_1330","401744.05"
"1029","Product_1183","401735.07"
"1030","Product_1106","401694.42"
"1031","Product_1865","401630.64"
"1032","Product_942","401503.52"
"1033","Product_1858","401492.49"
"1034","Product_1115","401378.15"
"1035","Product_1723","401303.95"
"1036","Product_239","401212.70"
"1037","Product_812","401165.41"
"1038","Product_1187","401103.28"
"1039","Product_1703","401096.72"
"1040","Product_426","400911.17"
"1041","Product_918","400893.14"
"1042","Product_119","400842.34"
"1043","Product_1778","400826.82"
"1044","Product_1670","400745.58"
"1045","Product_1912","400695.89"
"1046","Product_992","400689.47"
"1047","Product_525","400682.47"
"1048","Product_1906","400560.50"
"1049","Product_674","400498.64"
"1050","Product_1261","400444.03"
"1051","Product_1020","400420.98"
"1052","Product_703","400390.53"
"1053","Product_1888","400356.84"
"1054","Product_260","400334.37"
"1055","Product_123","400293.61"
"1056","Product_274","400137.49"
"1057","Product_77","400117.35"
"1058","Product_546","400113.07"
"1059","Product_1451","399995.77"
"1060","Product_1120","399956.34"
"1061","Product_1889","399944.80"
"1062","Product_1157","399940.61"
"1063","Product_933","399633.72"
"1064","Product_1873","399603.43"
"1065","Product_1962","399518.02"
"1066","Product_589","399515.29"
"1067","Product_534","399476.97"
"1068","Product_1532","399462.77"
"1069","Product_568","399395.72"
"1070","Product_1046","399300.53"
"1071","Product_456","399294.60"
"1072","Product_1945","399228.91"
"1073","Product_1757","399208.80"
"1074","Product_517","399186.13"
"1075","Product_88","399173.56"
"1076","Product_1000","399127.18"
"1077","Product_1348","399117.68"
"1078","Product_454","399115.53"
"1079","Product_1563","399043.85"
"1080","Product_1272","399032.80"
"1081","Product_1606","399020.33"
"1082","Product_212","398965.65"
"1083","Product_1610","398944.00"
"1084","Product_418","398802.95"
"1085","Product_800","398802.27"
"1086","Product_295","398765.19"
"1087","Product_1881","398685.78"
"1088","Product_1086","398470.56"
"1089","Product_364","398431.35"
"1090","Product_1777","398288.53"
"1091","Product_80","398268.78"
"1092","Product_444","398258.76"
"1093","Product_1950","398218.37"
"1094","Product_1303","398216.68"
"1095","Product_1066","398157.08"
"1096","Product_1265","398141.30"
"1097","Product_974","398061.67"
"1098","Product_1615","398003.78"
"1099","Product_828","397936.75"
"1100","Product_1212","397930.93"
"1101","Product_1871","397838.14"
"1102","Product_570","397769.17"
"1103","Product_804","397720.03"
"1104","Product_1664","397687.00"
"1105","Product_1281","397681.25"
"1106","Product_1827","397623.00"
"1107","Product_1509","397608.98"
"1108","Product_11","397584.23"
"1109","Product_1150","397581.82"
"1110","Product_1326","397555.75"
"1111","Product_1556","397451.93"
"1112","Product_935","397348.76"
"1113","Product_1447","397294.51"
"1114","Product_877","397274.22"
"1115","Product_1521","397256.40"
"1116","Product_1784","397196.32"
"1117","Product_1454","397104.32"
"1118","Product_1994","397043.24"
"1119","Product_981","397038.64"
"1120","Product_1665","397033.86"
"1121","Product_95","397011.33"
"1122","Product_871","396987.00"
"1123","Product_649","396935.78"
"1124","Product_366","396834.94"
"1125","Product_1948","396823.10"
"1126","Product_1058","396794.53"
"1127","Product_55","396782.06"
"1128","Product_610","396546.90"
"1129","Product_205","396510.75"
"1130","Product_30","396451.47"
"1131","Product_1818","396428.69"
"1132","Product_567","396367.86"
"1133","Product_1762","396365.96"
"1134","Product_171","396345.48"
"1135","Product_271","396299.18"
"1136","Product_66","396253.96"
"1137","Product_1418","396207.84"
"1138","Product_1392","396177.31"
"1139","Product_523","396160.55"
"1140","Product_734","396121.14"
"1141","Product_1126","396006.55"
"1142","Product_1783","395944.08"
"1143","Product_233","395884.35"
"1144","Product_133","395867.85"
"1145","Product_1961","395761.74"
"1146","Product_1770","395669.79"
"1147","Product_474","395632.72"
"1148","Product_717","395597.45"
"1149","Product_1340","395484.38"
"1150","Product_1202","395440.06"
"1151","Product_1345","395358.05"
"1152","Product_216","395342.92"
"1153","Product_241","395337.90"
"1154","Product_1533","395328.90"
"1155","Product_1389","395279.89"
"1156","Product_706","395273.55"
"1157","Product_614","395219.34"
"1158","Product_1341","395194.07"
"1159","Product_1181","395089.15"
"1160","Product_1605","395061.79"
"1161","Product_208","395053.76"
"1162","Product_805","395035.11"
"1163","Product_70","394999.77"
"1164","Product_409","394878.38"
"1165","Product_1039","394848.31"
"1166","Product_504","394835.77"
"1167","Product_1225","394829.45"
"1168","Product_626","394774.26"
"1169","Product_116","394629.50"
"1170","Product_1358","394624.74"
"1171","Product_1649","394589.39"
"1172","Product_1986","394442.72"
"1173","Product_531","394358.67"
"1174","Product_1215","394325.64"
"1175","Product_872","394322.21"
"1176","Product_1145","394260.18"
"1177","Product_810","394238.80"
"1178","Product_1379","394170.71"
"1179","Product_927","394079.19"
"1180","Product_175","394065.25"
"1181","Product_475","394041.36"
"1182","Product_1402","393993.70"
"1183","Product_1791","393981.14"
"1184","Product_1025","393935.75"
"1185","Product_255","393751.86"
"1186","Product_864","393729.39"
"1187","Product_1624","393654.21"
"1188","Product_447","393542.81"
"1189","Product_1621","393534.65"
"1190","Product_1819","393507.99"
"1191","Product_1395","393476.34"
"1192","Product_1558","393390.03"
"1193","Product_134","393345.08"
"1194","Product_279","393333.10"
"1195","Product_1699","393319.97"
"1196","Product_157","393308.33"
"1197","Product_147","393293.35"
"1198","Product_354","393292.63"
"1199","Product_1430","393188.98"
"1200","Product_1231","393178.76"
"1201","Product_158","393087.67"
"1202","Product_14","393041.93"
"1203","Product_748","393037.64"
"1204","Product_1001","392967.64"
"1205","Product_1671","392902.20"
"1206","Product_665","392815.87"
"1207","Product_639","392780.24"
"1208","Product_746","392747.00"
"1209","Product_1476","392693.10"
"1210","Product_1902","392651.32"
"1211","Product_1928","392626.04"
"1212","Product_198","392586.33"
"1213","Product_499","392487.51"
"1214","Product_682","392350.08"
"1215","Product_1458","392342.37"
"1216","Product_1428","392335.34"
"1217","Product_1258","392236.19"
"1218","Product_281","392049.88"
"1219","Product_1123","391978.88"
"1220","Product_1680","391942.81"
"1221","Product_1312","391928.74"
"1222","Product_1201","391876.60"
"1223","Product_1627","391865.44"
"1224","Product_1130","391768.68"
"1225","Product_62","391764.65"
"1226","Product_526","391697.95"
"1227","Product_676","391682.91"
"1228","Product_1289","391528.93"
"1229","Product_838","391508.35"
"1230","Product_766","391480.12"
"1231","Product_1862","391473.18"
"1232","Product_488","391329.68"
"1233","Product_1800","391249.80"
"1234","Product_338","391242.43"
"1235","Product_1069","391115.18"
"1236","Product_704","391103.19"
"1237","Product_355","391094.28"
"1238","Product_1373","391060.00"
"1239","Product_1185","391037.13"
"1240","Product_569","390936.16"
"1241","Product_326","390935.61"
"1242","Product_1817","390928.79"
"1243","Product_781","390874.80"
"1244","Product_383","390823.78"
"1245","Product_1932","390812.52"
"1246","Product_1674","390772.76"
"1247","Product_582","390666.68"
"1248","Product_1054","390643.62"
"1249","Product_222","390626.77"
"1250","Product_1196","390608.14"
"1251","Product_361","390599.14"
"1252","Product_1596","390527.70"
"1253","Product_1959","390518.71"
"1254","Product_1247","390509.10"
"1255","Product_645","390481.17"
"1256","Product_572","390480.13"
"1257","Product_34","390431.26"
"1258","Product_664","390399.98"
"1259","Product_1759","390339.89"
"1260","Product_1250","390299.91"
"1261","Product_618","390288.53"
"1262","Product_1799","390158.12"
"1263","Product_1269","390087.98"
"1264","Product_1074","390083.21"
"1265","Product_1343","390069.41"
"1266","Product_880","389934.03"
"1267","Product_1072","389842.26"
"1268","Product_1068","389837.94"
"1269","Product_1239","389750.64"
"1270","Product_904","389744.71"
"1271","Product_1122","389703.22"
"1272","Product_1839","389697.76"
"1273","Product_448","389659.66"
"1274","Product_388","389643.03"
"1275","Product_181","389566.54"
"1276","Product_1767","389524.45"
"1277","Product_1755","389423.99"
"1278","Product_1652","389394.18"
"1279","Product_791","389328.86"
"1280","Product_139","389236.63"
"1281","Product_152","389104.58"
"1282","Product_1931","389100.81"
"1283","Product_200","388983.29"
"1284","Product_189","388950.31"
"1285","Product_1859","388837.02"
"1286","Product_1573","388824.29"
"1287","Product_658","388758.52"
"1288","Product_1898","388720.75"
"1289","Product_1787","388692.40"
"1290","Product_1798","388629.63"
"1291","Product_140","388556.41"
"1292","Product_289","388510.51"
"1293","Product_246","388457.14"
"1294","Product_646","388448.98"
"1295","Product_1725","388420.23"
"1296","Product_502","388404.75"
"1297","Product_491","388315.16"
"1298","Product_624","388256.35"
"1299","Product_1885","388164.37"
"1300","Product_1552","388160.09"
"1301","Product_1568","387994.14"
"1302","Product_1705","387990.40"
"1303","Product_1096","387955.67"
"1304","Product_847","387864.08"
"1305","Product_468","387815.43"
"1306","Product_511","387779.83"
"1307","Product_313","387657.06"
"1308","Product_163","387564.09"
"1309","Product_1765","387563.42"
"1310","Product_702","387464.85"
"1311","Product_644","387378.83"
"1312","Product_1548","387310.12"
"1313","Product_561","387299.86"
"1314","Product_1359","387245.14"
"1315","Product_1936","387236.24"
"1316","Product_1118","387211.15"
"1317","Product_628","387073.75"
"1318","Product_1171","387018.27"
"1319","Product_1853","386940.24"
"1320","Product_104","386753.75"
"1321","Product_20","386708.71"
"1322","Product_1178","386706.47"
"1323","Product_1944","386677.87"
"1324","Product_1482","386673.31"
"1325","Product_334","386648.82"
"1326","Product_1304","386645.65"
"1327","Product_1700","386510.84"
"1328","Product_960","386398.81"
"1329","Product_385","386397.53"
"1330","Product_1099","386382.94"
"1331","Product_452","386296.44"
"1332","Product_1270","386290.11"
"1333","Product_1053","386271.90"
"1334","Product_1729","386212.28"
"1335","Product_460","386181.91"
"1336","Product_815","386096.18"
"1337","Product_827","386082.88"
"1338","Product_1420","386077.74"
"1339","Product_1988","385954.18"
"1340","Product_1078","385940.75"
"1341","Product_407","385934.40"
"1342","Product_962","385879.56"
"1343","Product_1913","385847.44"
"1344","Product_1190","385816.84"
"1345","Product_124","385652.47"
"1346","Product_316","385620.34"
"1347","Product_1111","385595.49"
"1348","Product_792","385544.80"
"1349","Product_215","385527.61"
"1350","Product_728","385452.05"
"1351","Product_1530","385425.51"
"1352","Product_1091","385389.49"
"1353","Product_1850","384888.51"
"1354","Product_1519","384774.45"
"1355","Product_1168","384727.11"
"1356","Product_1598","384716.03"
"1357","Product_419","384640.63"
"1358","Product_1076","384420.42"
"1359","Product_480","384390.89"
"1360","Product_96","384374.03"
"1361","Product_37","384303.37"
"1362","Product_775","384281.42"
"1363","Product_1209","384236.84"
"1364","Product_1730","384218.51"
"1365","Product_1149","384188.99"
"1366","Product_503","384180.23"
"1367","Product_1346","384080.86"
"1368","Product_1266","384030.11"
"1369","Product_1857","383950.21"
"1370","Product_924","383942.85"
"1371","Product_288","383827.86"
"1372","Product_347","383639.38"
"1373","Product_1415","383608.81"
"1374","Product_1957","383588.39"
"1375","Product_1841","383579.84"
"1376","Product_655","383562.62"
"1377","Product_1655","383491.42"
"1378","Product_1492","383457.34"
"1379","Product_898","383453.99"
"1380","Product_997","383419.20"
"1381","Product_1554","383258.12"
"1382","Product_1441","383224.82"
"1383","Product_1909","383222.41"
"1384","Product_39","383213.42"
"1385","Product_1708","383056.04"
"1386","Product_1472","383025.94"
"1387","Product_408","382962.11"
"1388","Product_1588","382868.06"
"1389","Product_839","382790.32"
"1390","Product_97","382767.45"
"1391","Product_671","382759.26"
"1392","Product_283","382743.34"
"1393","Product_903","382633.65"
"1394","Product_150","382521.56"
"1395","Product_1947","382517.75"
"1396","Product_701","382494.55"
"1397","Product_300","382443.61"
"1398","Product_1832","382281.20"
"1399","Product_684","382222.25"
"1400","Product_1197","382079.46"
"1401","Product_999","382072.55"
"1402","Product_449","381980.18"
"1403","Product_675","381928.58"
"1404","Product_1587","381887.03"
"1405","Product_1216","381800.69"
"1406","Product_1528","381797.98"
"1407","Product_1716","381773.00"
"1408","Product_1466","381683.99"
"1409","Product_264","381677.24"
"1410","Product_1807","381650.77"
"1411","Product_1182","381639.86"
"1412","Product_1140","381605.98"
"1413","Product_1387","381505.62"
"1414","Product_1843","381454.64"
"1415","Product_1826","381431.28"
"1416","Product_1619","381425.35"
"1417","Product_1483","381321.61"
"1418","Product_15","381298.46"
"1419","Product_900","381282.05"
"1420","Product_41","381206.66"
"1421","Product_349","381023.06"
"1422","Product_1625","381020.82"
"1423","Product_543","381002.97"
"1424","Product_377","380930.52"
"1425","Product_1459","380887.60"
"1426","Product_967","380650.69"
"1427","Product_481","380635.02"
"1428","Product_292","380616.36"
"1429","Product_648","380591.55"
"1430","Product_49","380588.71"
"1431","Product_1880","380479.65"
"1432","Product_1669","380472.85"
"1433","Product_1634","380422.91"
"1434","Product_1882","380344.91"
"1435","Product_131","380296.85"
"1436","Product_1599","380162.41"
"1437","Product_899","380155.56"
"1438","Product_370","380135.71"
"1439","Product_1176","380094.91"
"1440","Product_720","380073.28"
"1441","Product_1764","380003.55"
"1442","Product_204","379992.62"
"1443","Product_1878","379930.32"
"1444","Product_391","379879.84"
"1445","Product_1569","379822.16"
"1446","Product_882","379818.35"
"1447","Product_1608","379673.81"
"1448","Product_1211","379598.67"
"1449","Product_257","379598.44"
"1450","Product_739","379591.89"
"1451","Product_1336","379589.42"
"1452","Product_154","379199.14"
"1453","Product_1876","379193.55"
"1454","Product_497","379103.84"
"1455","Product_1696","379068.94"
"1456","Product_266","378951.29"
"1457","Product_1626","378825.92"
"1458","Product_1203","378677.89"
"1459","Product_1768","378648.24"
"1460","Product_1538","378561.27"
"1461","Product_1164","378381.43"
"1462","Product_299","378205.94"
"1463","Product_1333","378143.70"
"1464","Product_1887","378123.09"
"1465","Product_467","378108.51"
"1466","Product_1036","378027.33"
"1467","Product_733","378020.45"
"1468","Product_765","378001.25"
"1469","Product_817","377956.11"
"1470","Product_1529","377846.17"
"1471","Product_1842","377736.26"
"1472","Product_1113","377724.28"
"1473","Product_1867","377703.22"
"1474","Product_1194","377633.14"
"1475","Product_439","377561.52"
"1476","Product_1894","377551.04"
"1477","Product_1918","377496.90"
"1478","Product_1972","377371.09"
"1479","Product_738","377370.82"
"1480","Product_831","377367.24"
"1481","Product_1657","377300.20"
"1482","Product_1355","377295.32"
"1483","Product_351","377239.21"
"1484","Product_1540","377238.93"
"1485","Product_1697","377194.47"
"1486","Product_1349","376897.08"
"1487","Product_802","376846.54"
"1488","Product_24","376818.77"
"1489","Product_826","376802.56"
"1490","Product_69","376770.24"
"1491","Product_1629","376760.35"
"1492","Product_788","376671.93"
"1493","Product_42","376606.70"
"1494","Product_1469","376592.76"
"1495","Product_763","376417.38"
"1496","Product_250","376338.50"
"1497","Product_45","376309.84"
"1498","Product_1749","376275.41"
"1499","Product_173","376251.86"
"1500","Product_1032","376180.99"
"1501","Product_995","376118.26"
"1502","Product_1298","376112.08"
"1503","Product_823","375908.14"
"1504","Product_199","375859.97"
"1505","Product_1474","375753.86"
"1506","Product_611","375721.26"
"1507","Product_1160","375368.51"
"1508","Product_1844","375117.77"
"1509","Product_433","375081.07"
"1510","Product_1884","375046.26"
"1511","Product_382","375042.82"
"1512","Product_1316","375016.32"
"1513","Product_309","374988.09"
"1514","Product_837","374910.82"
"1515","Product_667","374798.55"
"1516","Product_336","374722.51"
"1517","Product_996","374703.52"
"1518","Product_1232","374499.44"
"1519","Product_779","374489.06"
"1520","Product_1581","374365.23"
"1521","Product_884","374331.77"
"1522","Product_1385","374120.61"
"1523","Product_445","374099.59"
"1524","Product_1897","374056.01"
"1525","Product_1517","374053.42"
"1526","Product_320","374036.20"
"1527","Product_1485","374012.00"
"1528","Product_1446","373939.91"
"1529","Product_1489","373907.39"
"1530","Product_863","373779.21"
"1531","Product_58","373697.12"
"1532","Product_983","373616.08"
"1533","Product_112","373582.22"
"1534","Product_1167","373553.61"
"1535","Product_848","373534.29"
"1536","Product_141","373523.66"
"1537","Product_441","373445.73"
"1538","Product_844","373405.80"
"1539","Product_653","373394.23"
"1540","Product_28","373389.81"
"1541","Product_1776","373228.68"
"1542","Product_315","373208.79"
"1543","Product_1003","373138.18"
"1544","Product_1589","372988.23"
"1545","Product_1235","372981.81"
"1546","Product_1586","372925.59"
"1547","Product_462","372838.19"
"1548","Product_598","372792.31"
"1549","Product_1658","372665.90"
"1550","Product_982","372624.60"
"1551","Product_1463","372587.62"
"1552","Product_143","372545.64"
"1553","Product_1112","372511.74"
"1554","Product_1924","372387.21"
"1555","Product_1037","372044.45"
"1556","Product_1464","371987.14"
"1557","Product_695","371894.64"
"1558","Product_1294","371882.13"
"1559","Product_325","371846.23"
"1560","Product_111","371843.36"
"1561","Product_1861","371829.00"
"1562","Product_194","371807.06"
"1563","Product_471","371740.22"
"1564","Product_1976","371691.54"
"1565","Product_82","371637.59"
"1566","Product_505","371354.99"
"1567","Product_833","371293.23"
"1568","Product_358","371223.53"
"1569","Product_1352","371209.45"
"1570","Product_944","371208.37"
"1571","Product_1365","371168.57"
"1572","Product_1840","371096.03"
"1573","Product_512","371069.65"
"1574","Product_1546","370997.10"
"1575","Product_1756","370906.77"
"1576","Product_849","370747.70"
"1577","Product_1398","370650.14"
"1578","Product_1456","370549.50"
"1579","Product_1103","370521.79"
"1580","Product_1034","370369.68"
"1581","Product_879","370358.40"
"1582","Product_619","370154.23"
"1583","Product_1923","370139.87"
"1584","Product_1992","370069.07"
"1585","Product_964","370037.11"
"1586","Product_228","370025.74"
"1587","Product_566","370004.76"
"1588","Product_530","369841.16"
"1589","Product_843","369764.74"
"1590","Product_1644","369747.44"
"1591","Product_1437","369677.83"
"1592","Product_247","369520.33"
"1593","Product_1998","369489.91"
"1594","Product_678","369271.36"
"1595","Product_1301","369254.34"
"1596","Product_1578","369253.41"
"1597","Product_1639","369054.96"
"1598","Product_749","369044.98"
"1599","Product_1311","368866.24"
"1600","Product_251","368861.49"
"1601","Product_489","368843.17"
"1602","Product_75","368802.85"
"1603","Product_769","368767.65"
"1604","Product_721","368596.86"
"1605","Product_760","368245.57"
"1606","Product_84","368186.70"
"1607","Product_968","368155.30"
"1608","Product_581","368024.87"
"1609","Product_1614","367946.46"
"1610","Product_956","367879.14"
"1611","Product_496","367619.74"
"1612","Product_652","367521.49"
"1613","Product_145","367280.23"
"1614","Product_845","367188.78"
"1615","Product_414","367174.53"
"1616","Product_1460","367027.28"
"1617","Product_142","367009.51"
"1618","Product_1666","366965.82"
"1619","Product_1335","366917.96"
"1620","Product_754","366852.68"
"1621","Product_1109","366852.56"
"1622","Product_46","366376.82"
"1623","Product_593","366342.83"
"1624","Product_1243","366341.63"
"1625","Product_1496","366204.72"
"1626","Product_888","365880.87"
"1627","Product_174","365850.33"
"1628","Product_1060","365829.78"
"1629","Product_1313","365796.52"
"1630","Product_1041","365555.12"
"1631","Product_1633","365384.25"
"1632","Product_1468","365351.01"
"1633","Product_201","365344.50"
"1634","Product_130","365338.17"
"1635","Product_821","365309.55"
"1636","Product_1904","365090.44"
"1637","Product_541","365047.49"
"1638","Product_955","365040.46"
"1639","Product_1579","365014.98"
"1640","Product_638","364996.50"
"1641","Product_483","364965.11"
"1642","Product_1790","364811.42"
"1643","Product_1647","364721.35"
"1644","Product_1422","364680.50"
"1645","Product_218","364581.81"
"1646","Product_979","364575.50"
"1647","Product_1823","364471.24"
"1648","Product_797","364419.65"
"1649","Product_778","364403.06"
"1650","Product_1473","364361.77"
"1651","Product_840","364336.44"
"1652","Product_1899","364282.77"
"1653","Product_1761","364267.32"
"1654","Product_451","364263.39"
"1655","Product_550","364238.04"
"1656","Product_801","364101.99"
"1657","Product_1505","363974.29"
"1658","Product_12","363963.61"
"1659","Product_552","363839.18"
"1660","Product_799","363789.07"
"1661","Product_860","363768.46"
"1662","Product_1108","363751.97"
"1663","Product_1490","363688.98"
"1664","Product_1033","363522.33"
"1665","Product_970","363492.33"
"1666","Product_1013","363485.39"
"1667","Product_249","363426.20"
"1668","Product_1081","363236.03"
"1669","Product_234","363234.60"
"1670","Product_1951","363228.38"
"1671","Product_1089","363117.03"
"1672","Product_1675","363079.60"
"1673","Product_1565","363005.28"
"1674","Product_1709","362939.57"
"1675","Product_713","362817.28"
"1676","Product_521","362801.85"
"1677","Product_211","362796.53"
"1678","Product_1227","362609.01"
"1679","Product_1047","362569.34"
"1680","Product_908","362474.63"
"1681","Product_1939","362409.25"
"1682","Product_1901","362398.95"
"1683","Product_1974","362388.53"
"1684","Product_852","362184.07"
"1685","Product_1434","362164.12"
"1686","Product_1806","362122.44"
"1687","Product_105","362032.89"
"1688","Product_1507","361577.81"
"1689","Product_1555","361225.62"
"1690","Product_588","361191.26"
"1691","Product_1585","360884.49"
"1692","Product_985","360471.14"
"1693","Product_777","360391.94"
"1694","Product_855","360357.76"
"1695","Product_814","360338.20"
"1696","Product_1514","360055.44"
"1697","Product_486","359897.65"
"1698","Product_153","359878.90"
"1699","Product_1810","359824.70"
"1700","Product_1704","359806.74"
"1701","Product_613","359799.80"
"1702","Product_661","359791.51"
"1703","Product_263","359715.69"
"1704","Product_1477","359701.48"
"1705","Product_1016","359693.30"
"1706","Product_1426","359642.76"
"1707","Product_1401","359431.44"
"1708","Product_906","359425.62"
"1709","Product_894","359363.65"
"1710","Product_275","359311.16"
"1711","Product_43","359285.48"
"1712","Product_725","359273.75"
"1713","Product_168","359204.33"
"1714","Product_1440","359122.43"
"1715","Product_207","359083.13"
"1716","Product_1740","359065.90"
"1717","Product_937","359062.05"
"1718","Product_853","359031.10"
"1719","Product_1306","359009.24"
"1720","Product_494","358953.30"
"1721","Product_1773","358927.92"
"1722","Product_594","358757.83"
"1723","Product_1504","358638.67"
"1724","Product_1837","358593.61"
"1725","Product_1383","358495.65"
"1726","Product_756","358417.49"
"1727","Product_737","358372.31"
"1728","Product_478","358318.18"
"1729","Product_367","358284.87"
"1730","Product_180","358206.84"
"1731","Product_374","358147.04"
"1732","Product_1007","357994.90"
"1733","Product_952","357857.24"
"1734","Product_723","357530.52"
"1735","Product_346","357447.72"
"1736","Product_1710","357230.32"
"1737","Product_1562","357206.06"
"1738","Product_1450","357125.94"
"1739","Product_694","357044.97"
"1740","Product_1177","357014.42"
"1741","Product_987","356995.59"
"1742","Product_1104","356985.14"
"1743","Product_1999","356925.50"
"1744","Product_307","356443.87"
"1745","Product_1015","356435.10"
"1746","Product_1820","356403.26"
"1747","Product_318","356388.87"
"1748","Product_916","356356.59"
"1749","Product_1575","356317.37"
"1750","Product_405","356292.82"
"1751","Product_291","356252.15"
"1752","Product_510","356186.68"
"1753","Product_1431","356154.11"
"1754","Product_492","356086.63"
"1755","Product_923","356081.79"
"1756","Product_1941","356067.45"
"1757","Product_1908","356007.89"
"1758","Product_1337","355909.17"
"1759","Product_1088","355881.71"
"1760","Product_322","355245.81"
"1761","Product_556","355068.73"
"1762","Product_1259","355060.23"
"1763","Product_1637","354933.08"
"1764","Product_1527","354822.29"
"1765","Product_1667","354814.83"
"1766","Product_1582","354567.23"
"1767","Product_1186","354446.95"
"1768","Product_971","354364.48"
"1769","Product_712","354244.04"
"1770","Product_1782","354161.69"
"1771","Product_1236","354030.80"
"1772","Product_1063","353949.74"
"1773","Product_637","353919.76"
"1774","Product_747","353897.71"
"1775","Product_1745","353886.79"
"1776","Product_1991","353854.05"
"1777","Product_1213","353848.21"
"1778","Product_1222","353831.59"
"1779","Product_617","353687.50"
"1780","Product_268","353541.39"
"1781","Product_1630","353429.68"
"1782","Product_1593","353249.56"
"1783","Product_293","353231.80"
"1784","Product_35","353212.41"
"1785","Product_1102","353043.37"
"1786","Product_1935","352916.71"
"1787","Product_1189","352881.58"
"1788","Product_1828","352871.80"
"1789","Product_834","352826.43"
"1790","Product_1057","352576.35"
"1791","Product_435","352502.10"
"1792","Product_1475","352125.82"
"1793","Product_219","351841.94"
"1794","Product_1541","351827.25"
"1795","Product_1654","351768.06"
"1796","Product_1594","351712.92"
"1797","Product_957","351704.28"
"1798","Product_693","351585.35"
"1799","Product_25","351438.67"
"1800","Product_186","351433.42"
"1801","Product_384","351319.32"
"1802","Product_73","351228.34"
"1803","Product_509","351169.32"
"1804","Product_1339","351114.51"
"1805","Product_1278","351090.47"
"1806","Product_202","350852.07"
"1807","Product_53","350773.20"
"1808","Product_1380","350734.74"
"1809","Product_897","350671.41"
"1810","Product_10","350417.45"
"1811","Product_1207","350368.67"
"1812","Product_745","350350.33"
"1813","Product_1851","350329.97"
"1814","Product_1116","350306.59"
"1815","Product_687","350261.89"
"1816","Product_100","350247.61"
"1817","Product_1218","350240.65"
"1818","Product_1794","350095.76"
"1819","Product_176","350044.26"
"1820","Product_1200","349818.55"
"1821","Product_1256","349579.23"
"1822","Product_1344","349523.70"
"1823","Product_842","349404.75"
"1824","Product_893","349269.94"
"1825","Product_1042","349241.63"
"1826","Product_883","349156.85"
"1827","Product_434","349146.82"
"1828","Product_463","349099.48"
"1829","Product_188","348997.99"
"1830","Product_1397","348976.59"
"1831","Product_1698","348692.86"
"1832","Product_584","348653.94"
"1833","Product_1470","348627.84"
"1834","Product_954","348369.20"
"1835","Product_1567","348080.85"
"1836","Product_1547","347993.81"
"1837","Product_909","347986.28"
"1838","Product_1500","347801.89"
"1839","Product_1660","347776.96"
"1840","Product_629","347754.84"
"1841","Product_1409","347736.85"
"1842","Product_555","347593.37"
"1843","Product_950","347470.98"
"1844","Product_914","347415.71"
"1845","Product_1308","347343.28"
"1846","Product_1721","347245.88"
"1847","Product_1465","346985.93"
"1848","Product_465","346885.31"
"1849","Product_149","346686.00"
"1850","Product_1879","346682.00"
"1851","Product_1079","346542.75"
"1852","Product_680","346485.34"
"1853","Product_891","346361.14"
"1854","Product_1128","346228.67"
"1855","Product_393","346124.75"
"1856","Product_1772","346094.64"
"1857","Product_117","346042.71"
"1858","Product_1523","345603.64"
"1859","Product_1023","345434.07"
"1860","Product_1022","345392.05"
"1861","Product_973","345225.04"
"1862","Product_939","345169.58"
"1863","Product_1161","344899.63"
"1864","Product_870","344779.54"
"1865","Product_634","344400.16"
"1866","Product_170","344324.05"
"1867","Product_685","344260.26"
