"rank","customer_name","total_revenue"
"1626","Customer 7781","111518.24"
"1627","Customer 5161","111510.37"
"1628","Customer 2774","111508.99"
"1629","Customer 6700","111492.42"
"1630","Customer 9312","111490.75"
"1631","Customer 4582","111483.16"
"1632","Customer 6018","111412.71"
"1633","Customer 4744","111395.91"
"1634","Customer 4716","111390.92"
"1635","Customer 9291","111367.03"
"1636","Customer 6360","111355.77"
"1637","Customer 6405","111331.92"
"1638","Customer 8031","111317.42"
"1639","Customer 5015","111316.62"
"1640","Customer 5959","111294.61"
"1641","Customer 2552","111291.19"
"1642","Customer 1357","111268.09"
"1643","Customer 1063","111266.52"
"1644","Customer 8264","111257.43"
"1645","Customer 3294","111255.07"
"1646","Customer 7934","111247.87"
"1647","Customer 2801","111243.85"
"1648","Customer 5228","111194.02"
"1649","Customer 5","111177.41"
"1650","Customer 5260","111145.51"
"1651","Customer 7701","111135.25"
"1652","Customer 6540","111112.48"
"1653","Customer 3399","111106.38"
"1654","Customer 6319","111092.30"
"1655","Customer 2380","111062.24"
"1656","Customer 662","111034.66"
"1657","Customer 2944","111022.60"
"1658","Customer 1805","111018.50"
"1659","Customer 1601","110996.73"
"1660","Customer 1962","110939.57"
"1661","Customer 9125","110937.81"
"1662","Customer 7393","110931.78"
"1663","Customer 8481","110870.33"
"1664","Customer 9227","110855.92"
"1665","Customer 6394","110855.04"
"1666","Customer 752","110854.29"
"1667","Customer 3753","110843.70"
"1668","Customer 4749","110813.04"
"1669","Customer 9593","110765.93"
"1670","Customer 9678","110721.25"
"1671","Customer 3682","110710.44"
"1672","Customer 21","110707.29"
"1673","Customer 388","110701.24"
"1674","Customer 8241","110681.90"
"1675","Customer 5098","110657.39"
"1676","Customer 5914","110587.14"
"1677","Customer 8476","110570.11"
"1678","Customer 5920","110552.90"
"1679","Customer 6798","110537.61"
"1680","Customer 4252","110536.52"
"1681","Customer 1918","110515.29"
"1682","Customer 8143","110507.10"
"1683","Customer 8846","110504.38"
"1684","Customer 2811","110462.33"
"1685","Customer 100","110440.63"
"1686","Customer 7610","110438.50"
"1687","Customer 4270","110435.33"
"1688","Customer 4833","110419.28"
"1689","Customer 6965","110409.59"
"1690","Customer 5879","110389.40"
"1691","Customer 1194","110385.75"
"1692","Customer 9921","110361.63"
"1693","Customer 3321","110313.86"
"1694","Customer 1637","110290.41"
"1695","Customer 3668","110275.00"
"1696","Customer 2200","110273.79"
"1697","Customer 4495","110265.06"
"1698","Customer 4784","110259.17"
"1699","Customer 5900","110243.48"
"1700","Customer 5280","110231.32"
"1701","Customer 8393","110217.09"
"1702","Customer 626","110196.78"
"1703","Customer 3185","110166.89"
"1704","Customer 4064","110146.52"
"1705","Customer 1956","110142.96"
"1706","Customer 718","110115.10"
"1707","Customer 4619","110108.44"
"1708","Customer 3877","110096.59"
"1709","Customer 3969","110074.19"
"1710","Customer 7259","110056.07"
"1711","Customer 4564","110047.17"
"1712","Customer 6724","110026.61"
"1713","Customer 5819","110018.99"
"1714","Customer 4522","110002.05"
"1715","Customer 5374","109996.09"
"1716","Customer 8258","109990.40"
"1717","Customer 2017","109986.87"
"1718","Customer 68","109975.91"
"1719","Customer 8569","109966.87"
"1720","Customer 6687","109955.41"
"1721","Customer 2895","109934.19"
"1722","Customer 5836","109929.07"
"1723","Customer 6107","109926.69"
"1724","Customer 5940","109920.10"
"1725","Customer 424","109913.93"
"1726","Customer 5208","109911.67"
"1727","Customer 3430","109885.08"
"1728","Customer 7037","109827.57"
"1729","Customer 1872","109822.98"
"1730","Customer 5972","109785.36"
"1731","Customer 8176","109764.88"
"1732","Customer 9748","109762.51"
"1733","Customer 515","109702.52"
"1734","Customer 5424","109686.74"
"1735","Customer 8557","109681.29"
"1736","Customer 7179","109663.61"
"1737","Customer 9722","109662.97"
"1738","Customer 6354","109662.15"
"1739","Customer 5630","109658.96"
"1740","Customer 1124","109646.12"
"1741","Customer 4210","109644.79"
"1742","Customer 6775","109642.06"
"1743","Customer 4490","109636.55"
"1744","Customer 4447","109622.49"
"1745","Customer 1630","109614.25"
"1746","Customer 5554","109612.90"
"1747","Customer 9673","109587.75"
"1748","Customer 5026","109577.13"
"1749","Customer 7270","109575.75"
"1750","Customer 7326","109548.89"
"1751","Customer 1895","109535.27"
"1752","Customer 4801","109530.91"
"1753","Customer 5160","109530.56"
"1754","Customer 7362","109523.10"
"1755","Customer 25","109476.94"
"1756","Customer 9321","109452.23"
"1757","Customer 9702","109415.63"
"1758","Customer 7909","109394.11"
"1759","Customer 3208","109378.70"
"1760","Customer 4154","109373.78"
"1761","Customer 3425","109358.77"
"1762","Customer 317","109335.09"
"1763","Customer 5813","109327.54"
"1764","Customer 9726","109327.46"
"1765","Customer 7319","109326.00"
"1766","Customer 1820","109323.62"
"1767","Customer 1776","109306.10"
"1768","Customer 8530","109290.01"
"1769","Customer 8166","109276.86"
"1770","Customer 5198","109272.47"
"1771","Customer 7084","109267.48"
"1772","Customer 2233","109250.85"
"1773","Customer 2607","109204.19"
"1774","Customer 8885","109174.46"
"1775","Customer 682","109169.08"
"1776","Customer 3485","109126.38"
"1777","Customer 7269","109119.76"
"1778","Customer 8328","109109.90"
"1779","Customer 7505","109098.92"
"1780","Customer 7055","109068.70"
"1781","Customer 3038","109067.42"
"1782","Customer 8912","109064.13"
"1783","Customer 8652","109055.81"
"1784","Customer 2056","109052.87"
"1785","Customer 5973","109042.90"
"1786","Customer 6464","109030.85"
"1787","Customer 444","108992.38"
"1788","Customer 5764","108969.89"
"1789","Customer 5591","108933.07"
"1790","Customer 1258","108930.53"
"1791","Customer 6970","108920.97"
"1792","Customer 3296","108916.59"
"1793","Customer 5984","108912.05"
"1794","Customer 7672","108910.91"
"1795","Customer 8354","108908.46"
"1796","Customer 1717","108897.03"
"1797","Customer 7147","108855.22"
"1798","Customer 8114","108837.15"
"1799","Customer 8303","108808.11"
"1800","Customer 3147","108804.75"
"1801","Customer 6860","108796.51"
"1802","Customer 7926","108788.39"
"1803","Customer 8613","108781.68"
"1804","Customer 8995","108780.75"
"1805","Customer 2604","108772.34"
"1806","Customer 6802","108769.60"
"1807","Customer 9492","108765.11"
"1808","Customer 5635","108764.67"
"1809","Customer 6077","108758.39"
"1810","Customer 1108","108749.75"
"1811","Customer 2015","108732.12"
"1812","Customer 3528","108725.89"
"1813","Customer 2958","108720.94"
"1814","Customer 3579","108712.51"
"1815","Customer 5116","108709.40"
"1816","Customer 2176","108709.08"
"1817","Customer 2697","108702.51"
"1818","Customer 4503","108695.62"
"1819","Customer 3233","108682.05"
"1820","Customer 3700","108674.69"
"1821","Customer 1578","108663.31"
"1822","Customer 152","108653.49"
"1823","Customer 3378","108643.71"
"1824","Customer 8006","108623.07"
"1825","Customer 7872","108616.27"
"1826","Customer 2142","108614.81"
"1827","Customer 6821","108612.53"
"1828","Customer 3663","108606.55"
"1829","Customer 2542","108600.53"
"1830","Customer 8758","108600.46"
"1831","Customer 672","108557.53"
"1832","Customer 553","108526.57"
"1833","Customer 631","108510.70"
"1834","Customer 5991","108510.69"
"1835","Customer 7411","108477.21"
"1836","Customer 3250","108460.82"
"1837","Customer 2940","108442.83"
"1838","Customer 5801","108414.10"
"1839","Customer 7433","108405.67"
"1840","Customer 9428","108379.61"
"1841","Customer 7044","108368.77"
"1842","Customer 3843","108340.66"
"1843","Customer 836","108334.66"
"1844","Customer 5136","108327.96"
"1845","Customer 6094","108325.82"
"1846","Customer 5948","108315.38"
"1847","Customer 7230","108290.58"
"1848","Customer 8516","108289.97"
"1849","Customer 1025","108275.26"
"1850","Customer 2473","108273.11"
"1851","Customer 5542","108260.50"
"1852","Customer 1766","108253.47"
"1853","Customer 6306","108223.65"
"1854","Customer 4625","108218.19"
"1855","Customer 1381","108217.84"
"1856","Customer 2247","108212.16"
"1857","Customer 4977","108189.51"
"1858","Customer 5724","108161.70"
"1859","Customer 9596","108132.36"
"1860","Customer 5169","108123.92"
"1861","Customer 6669","108120.85"
"1862","Customer 6369","108112.87"
"1863","Customer 5283","108072.10"
"1864","Customer 3445","108071.84"
"1865","Customer 7352","108063.11"
"1866","Customer 2413","108055.78"
"1867","Customer 8331","108038.37"
"1868","Customer 3155","108035.53"
"1869","Customer 8972","108020.31"
"1870","Customer 4095","108008.83"
"1871","Customer 399","108004.52"
"1872","Customer 5406","108003.53"
"1873","Customer 4116","108001.28"
"1874","Customer 8426","107990.09"
"1875","Customer 2845","107986.83"
"1876","Customer 489","107985.74"
"1877","Customer 1027","107978.91"
"1878","Customer 4090","107978.02"
"1879","Customer 1446","107953.74"
"1880","Customer 9809","107920.45"
"1881","Customer 9209","107911.19"
"1882","Customer 7616","107900.35"
"1883","Customer 6232","107896.83"
"1884","Customer 9363","107889.37"
"1885","Customer 8672","107884.05"
"1886","Customer 9164","107880.31"
"1887","Customer 5688","107874.74"
"1888","Customer 8572","107865.49"
"1889","Customer 1148","107810.67"
"1890","Customer 5415","107797.50"
"1891","Customer 8413","107790.67"
"1892","Customer 4970","107786.87"
"1893","Customer 7364","107777.99"
"1894","Customer 8049","107776.85"
"1895","Customer 262","107760.25"
"1896","Customer 6784","107752.92"
"1897","Customer 2650","107669.24"
"1898","Customer 7007","107667.93"
"1899","Customer 8880","107660.86"
"1900","Customer 8056","107657.28"
"1901","Customer 5950","107651.95"
"1902","Customer 651","107602.73"
"1903","Customer 9000","107593.31"
"1904","Customer 9629","107592.34"
"1905","Customer 1726","107574.11"
"1906","Customer 9090","107567.61"
"1907","Customer 4343","107559.82"
"1908","Customer 3673","107529.54"
"1909","Customer 9598","107522.68"
"1910","Customer 1054","107514.84"
"1911","Customer 9273","107487.38"
"1912","Customer 9793","107484.88"
"1913","Customer 2077","107476.69"
"1914","Customer 723","107473.14"
"1915","Customer 7856","107467.96"
"1916","Customer 4456","107442.05"
"1917","Customer 8038","107440.35"
"1918","Customer 1791","107435.77"
"1919","Customer 4458","107419.81"
"1920","Customer 5493","107384.89"
"1921","Customer 5469","107351.25"
"1922","Customer 3131","107348.44"
"1923","Customer 4922","107333.50"
"1924","Customer 5593","107321.02"
"1925","Customer 1474","107317.12"
"1926","Customer 9701","107315.76"
"1927","Customer 7137","107311.25"
"1928","Customer 8717","107310.98"
"1929","Customer 340","107308.09"
"1930","Customer 4460","107278.41"
"1931","Customer 8665","107249.17"
"1932","Customer 153","107226.29"
"1933","Customer 8623","107176.09"
"1934","Customer 285","107152.03"
"1935","Customer 8127","107150.85"
"1936","Customer 2586","107139.64"
"1937","Customer 3622","107132.27"
"1938","Customer 1951","107122.31"
"1939","Customer 9714","107118.83"
"1940","Customer 7504","107107.24"
"1941","Customer 5808","107098.07"
"1942","Customer 6058","107093.92"
"1943","Customer 3097","107090.73"
"1944","Customer 510","107065.91"
"1945","Customer 8708","107046.96"
"1946","Customer 2938","107026.95"
"1947","Customer 1599","107023.83"
"1948","Customer 4706","106981.19"
"1949","Customer 8146","106963.89"
"1950","Customer 9759","106949.28"
"1951","Customer 7538","106937.35"
"1952","Customer 6578","106923.71"
"1953","Customer 8734","106915.62"
"1954","Customer 2507","106889.61"
"1955","Customer 7285","106873.89"
"1956","Customer 7397","106858.43"
"1957","Customer 1443","106833.47"
"1958","Customer 1760","106829.48"
"1959","Customer 1538","106828.05"
"1960","Customer 634","106824.93"
"1961","Customer 3940","106789.89"
"1962","Customer 3557","106739.95"
"1963","Customer 9636","106719.84"
"1964","Customer 7836","106716.31"
"1965","Customer 298","106709.15"
"1966","Customer 9978","106708.58"
"1967","Customer 1489","106699.22"
"1968","Customer 8011","106697.77"
"1969","Customer 5508","106696.41"
"1970","Customer 3079","106684.63"
"1971","Customer 5546","106659.98"
"1972","Customer 6859","106659.90"
"1973","Customer 2912","106656.56"
"1974","Customer 6152","106615.20"
"1975","Customer 3786","106601.36"
"1976","Customer 7124","106596.46"
"1977","Customer 5994","106587.19"
"1978","Customer 1448","106572.87"
"1979","Customer 8414","106537.48"
"1980","Customer 8923","106522.34"
"1981","Customer 344","106511.15"
"1982","Customer 7277","106487.85"
"1983","Customer 5177","106482.11"
"1984","Customer 1467","106460.42"
"1985","Customer 4427","106456.03"
"1986","Customer 5505","106437.08"
"1987","Customer 5426","106433.71"
"1988","Customer 3779","106425.22"
"1989","Customer 7550","106417.72"
"1990","Customer 4214","106404.26"
"1991","Customer 5770","106394.13"
"1992","Customer 7141","106393.48"
"1993","Customer 9169","106378.55"
"1994","Customer 8250","106364.42"
"1995","Customer 4141","106347.02"
"1996","Customer 8173","106347.01"
"1997","Customer 5990","106305.97"
"1998","Customer 4797","106300.77"
"1999","Customer 1874","106296.25"
"2000","Customer 6971","106288.65"
"2001","Customer 7574","106287.12"
"2002","Customer 6273","106270.97"
"2003","Customer 2935","106239.82"
"2004","Customer 4149","106228.43"
"2005","Customer 4997","106226.02"
"2006","Customer 8888","106224.79"
"2007","Customer 158","106213.96"
"2008","Customer 608","106202.28"
"2009","Customer 4161","106201.05"
"2010","Customer 9538","106200.92"
"2011","Customer 9228","106186.93"
"2012","Customer 6024","106184.74"
"2013","Customer 9037","106167.29"
"2014","Customer 160","106118.17"
"2015","Customer 8437","106095.76"
"2016","Customer 5081","106065.00"
"2017","Customer 7702","106033.48"
"2018","Customer 4001","106029.52"
"2019","Customer 7639","106028.67"
"2020","Customer 9217","106024.69"
"2021","Customer 9952","105993.34"
"2022","Customer 7567","105986.13"
"2023","Customer 5668","105980.91"
"2024","Customer 8897","105967.98"
"2025","Customer 8762","105956.21"
"2026","Customer 6182","105952.17"
"2027","Customer 4773","105943.13"
"2028","Customer 3748","105904.49"
"2029","Customer 5589","105893.25"
"2030","Customer 2730","105876.39"
"2031","Customer 1125","105872.38"
"2032","Customer 1008","105862.44"
"2033","Customer 3744","105861.18"
"2034","Customer 131","105852.69"
"2035","Customer 3317","105841.56"
"2036","Customer 7632","105792.46"
"2037","Customer 4650","105790.17"
"2038","Customer 2366","105764.58"
"2039","Customer 2405","105757.93"
"2040","Customer 5085","105742.91"
"2041","Customer 8332","105742.54"
"2042","Customer 1897","105740.17"
"2043","Customer 7515","105723.37"
"2044","Customer 8621","105723.05"
"2045","Customer 8458","105700.07"
"2046","Customer 6303","105699.27"
"2047","Customer 3429","105692.32"
"2048","Customer 368","105670.59"
"2049","Customer 7176","105653.37"
"2050","Customer 7430","105648.83"
"2051","Customer 5649","105631.16"
"2052","Customer 6926","105615.48"
"2053","Customer 1084","105603.39"
"2054","Customer 1782","105593.25"
"2055","Customer 4850","105587.42"
"2056","Customer 8735","105578.07"
"2057","Customer 1377","105561.71"
"2058","Customer 7696","105541.86"
"2059","Customer 3374","105529.51"
"2060","Customer 8540","105511.02"
"2061","Customer 9194","105483.29"
"2062","Customer 9642","105479.97"
"2063","Customer 5691","105450.19"
"2064","Customer 6366","105445.94"
"2065","Customer 6204","105445.22"
"2066","Customer 3603","105401.97"
"2067","Customer 5474","105374.27"
"2068","Customer 7119","105361.80"
"2069","Customer 3418","105355.29"
"2070","Customer 4464","105350.98"
"2071","Customer 6799","105349.42"
"2072","Customer 213","105348.61"
"2073","Customer 7429","105343.67"
"2074","Customer 8222","105331.73"
"2075","Customer 739","105311.33"
"2076","Customer 7410","105300.52"
"2077","Customer 5499","105296.58"
"2078","Customer 6992","105292.00"
"2079","Customer 5823","105284.00"
"2080","Customer 615","105267.92"
"2081","Customer 9077","105267.91"
"2082","Customer 5385","105249.77"
"2083","Customer 6942","105248.67"
"2084","Customer 2900","105235.02"
"2085","Customer 3643","105231.41"
"2086","Customer 9067","105224.32"
"2087","Customer 3778","105208.64"
"2088","Customer 292","105207.69"
"2089","Customer 9813","105198.31"
"2090","Customer 6244","105148.35"
"2091","Customer 1855","105144.88"
"2092","Customer 5695","105123.52"
"2093","Customer 677","105116.42"
"2094","Customer 2696","105110.23"
"2095","Customer 2546","105108.36"
"2096","Customer 3426","105107.10"
"2097","Customer 8657","105106.96"
"2098","Customer 2795","105091.64"
"2099","Customer 7791","105083.60"
"2100","Customer 1225","105077.33"
"2101","Customer 1790","105076.46"
"2102","Customer 8064","105067.23"
"2103","Customer 1288","105055.26"
"2104","Customer 7591","105052.58"
"2105","Customer 4670","105018.07"
"2106","Customer 6192","105017.80"
"2107","Customer 9633","105010.28"
"2108","Customer 1922","105003.54"
"2109","Customer 4765","104995.39"
"2110","Customer 4348","104970.76"
"2111","Customer 558","104967.26"
"2112","Customer 6771","104965.84"
"2113","Customer 4575","104945.32"
"2114","Customer 9585","104892.68"
"2115","Customer 4024","104881.23"
"2116","Customer 9967","104881.00"
"2117","Customer 5188","104857.51"
"2118","Customer 8721","104832.33"
"2119","Customer 7122","104831.66"
"2120","Customer 4385","104828.21"
"2121","Customer 5294","104817.03"
"2122","Customer 9784","104781.47"
"2123","Customer 7699","104772.48"
"2124","Customer 596","104768.08"
"2125","Customer 8351","104756.37"
"2126","Customer 4513","104750.09"
"2127","Customer 4246","104748.95"
"2128","Customer 2104","104746.13"
"2129","Customer 1340","104736.49"
"2130","Customer 411","104716.89"
"2131","Customer 5525","104713.26"
"2132","Customer 3890","104682.35"
"2133","Customer 6991","104669.53"
"2134","Customer 6874","104665.76"
"2135","Customer 3221","104657.13"
"2136","Customer 9088","104620.63"
"2137","Customer 1720","104569.12"
"2138","Customer 2752","104568.91"
"2139","Customer 9699","104565.76"
"2140","Customer 6688","104547.15"
"2141","Customer 2589","104529.52"
"2142","Customer 5042","104507.49"
"2143","Customer 8803","104505.91"
"2144","Customer 1036","104493.67"
"2145","Customer 6959","104477.97"
"2146","Customer 9575","104473.92"
"2147","Customer 9305","104473.49"
"2148","Customer 9265","104448.82"
"2149","Customer 4387","104448.08"
"2150","Customer 168","104442.95"
"2151","Customer 4221","104431.37"
"2152","Customer 2555","104428.79"
"2153","Customer 181","104415.39"
"2154","Customer 2611","104412.40"
"2155","Customer 1185","104407.80"
"2156","Customer 2001","104392.85"
"2157","Customer 3398","104388.36"
"2158","Customer 7159","104368.38"
"2159","Customer 1311","104349.34"
"2160","Customer 5168","104321.04"
"2161","Customer 1932","104318.84"
"2162","Customer 520","104312.46"
"2163","Customer 9206","104281.49"
"2164","Customer 7163","104278.36"
"2165","Customer 9661","104276.56"
"2166","Customer 922","104270.76"
"2167","Customer 5054","104263.39"
"2168","Customer 314","104257.97"
"2169","Customer 77","104256.23"
"2170","Customer 3633","104241.35"
"2171","Customer 3630","104222.02"
"2172","Customer 2486","104207.77"
"2173","Customer 5712","104189.32"
"2174","Customer 2482","104184.79"
"2175","Customer 1393","104162.33"
"2176","Customer 3388","104153.79"
"2177","Customer 6380","104131.62"
"2178","Customer 6423","104122.94"
"2179","Customer 8408","104112.05"
"2180","Customer 7680","104109.91"
"2181","Customer 7629","104107.60"
"2182","Customer 2970","104087.61"
"2183","Customer 2215","104086.36"
"2184","Customer 6879","104045.32"
"2185","Customer 4390","104037.08"
"2186","Customer 7153","104022.69"
"2187","Customer 6752","103988.56"
"2188","Customer 7290","103966.29"
"2189","Customer 4821","103922.48"
"2190","Customer 4584","103909.63"
"2191","Customer 2114","103894.17"
"2192","Customer 2073","103890.00"
"2193","Customer 4472","103883.96"
"2194","Customer 6181","103879.73"
"2195","Customer 9340","103876.75"
"2196","Customer 319","103849.19"
"2197","Customer 7912","103803.42"
"2198","Customer 162","103783.70"
"2199","Customer 6373","103781.37"
"2200","Customer 1390","103772.59"
"2201","Customer 2573","103762.95"
"2202","Customer 4408","103756.68"
"2203","Customer 6686","103756.67"
"2204","Customer 7930","103720.34"
"2205","Customer 9046","103715.15"
"2206","Customer 7998","103710.65"
"2207","Customer 1251","103706.20"
"2208","Customer 1491","103698.88"
"2209","Customer 522","103697.63"
"2210","Customer 5681","103687.12"
"2211","Customer 8161","103680.33"
"2212","Customer 4799","103660.24"
"2213","Customer 4924","103647.04"
"2214","Customer 1513","103633.11"
"2215","Customer 9452","103624.36"
"2216","Customer 2378","103616.84"
"2217","Customer 1508","103613.43"
"2218","Customer 1700","103589.27"
"2219","Customer 1221","103578.78"
"2220","Customer 8554","103578.13"
"2221","Customer 9543","103555.64"
"2222","Customer 2669","103554.08"
"2223","Customer 9091","103546.18"
"2224","Customer 4615","103543.31"
"2225","Customer 8229","103534.77"
"2226","Customer 8955","103532.42"
"2227","Customer 8036","103526.97"
"2228","Customer 5019","103507.43"
"2229","Customer 5370","103504.88"
"2230","Customer 3497","103485.47"
"2231","Customer 498","103450.24"
"2232","Customer 154","103401.29"
"2233","Customer 2701","103396.07"
"2234","Customer 8975","103376.70"
"2235","Customer 3123","103348.23"
"2236","Customer 4094","103332.95"
"2237","Customer 8523","103320.65"
"2238","Customer 4107","103318.03"
"2239","Customer 9920","103294.98"
"2240","Customer 6923","103278.42"
"2241","Customer 1878","103275.04"
"2242","Customer 9117","103260.71"
"2243","Customer 5028","103210.32"
"2244","Customer 4042","103204.96"
"2245","Customer 197","103200.64"
"2246","Customer 7919","103199.31"
"2247","Customer 4542","103194.31"
"2248","Customer 4067","103190.43"
"2249","Customer 7372","103185.31"
"2250","Customer 1322","103177.94"
"2251","Customer 2210","103164.84"
"2252","Customer 2251","103159.25"
"2253","Customer 283","103148.25"
"2254","Customer 8073","103148.23"
"2255","Customer 3821","103141.96"
"2256","Customer 6886","103126.96"
"2257","Customer 1915","103099.11"
"2258","Customer 1485","103076.89"
"2259","Customer 1461","103074.52"
"2260","Customer 5132","103068.69"
"2261","Customer 3242","103060.04"
"2262","Customer 3495","103029.79"
"2263","Customer 3280","103028.23"
"2264","Customer 7005","103013.61"
"2265","Customer 8970","102990.19"
"2266","Customer 7658","102986.18"
"2267","Customer 7904","102978.66"
"2268","Customer 5498","102968.88"
"2269","Customer 5692","102935.23"
"2270","Customer 290","102928.92"
"2271","Customer 6759","102927.81"
"2272","Customer 7310","102924.87"
"2273","Customer 3531","102918.43"
"2274","Customer 6322","102883.78"
"2275","Customer 2781","102880.75"
"2276","Customer 5289","102860.84"
"2277","Customer 7931","102853.94"
"2278","Customer 4960","102852.10"
"2279","Customer 4786","102842.45"
"2280","Customer 8588","102840.89"
"2281","Customer 5080","102803.71"
"2282","Customer 9811","102802.40"
"2283","Customer 2706","102795.98"
"2284","Customer 779","102756.22"
"2285","Customer 3709","102738.87"
"2286","Customer 8601","102708.23"
"2287","Customer 1317","102701.16"
"2288","Customer 6915","102700.48"
"2289","Customer 2928","102682.36"
"2290","Customer 1867","102676.79"
"2291","Customer 281","102647.10"
"2292","Customer 5690","102628.66"
"2293","Customer 2169","102627.30"
"2294","Customer 7618","102599.51"
"2295","Customer 3367","102591.74"
"2296","Customer 9731","102585.55"
"2297","Customer 1378","102558.89"
"2298","Customer 5259","102558.60"
"2299","Customer 6691","102550.81"
"2300","Customer 6544","102514.56"
"2301","Customer 3806","102495.59"
"2301","Customer 4280","102495.59"
"2303","Customer 4218","102433.43"
"2304","Customer 3653","102409.95"
"2305","Customer 4432","102406.27"
"2306","Customer 4087","102404.13"
"2307","Customer 8595","102400.83"
"2308","Customer 398","102399.31"
"2309","Customer 2270","102395.51"
"2310","Customer 9703","102392.63"
"2311","Customer 330","102351.12"
"2312","Customer 5235","102347.67"
"2313","Customer 9422","102342.56"
"2314","Customer 1949","102333.32"
"2315","Customer 7631","102326.31"
"2316","Customer 3859","102325.58"
"2317","Customer 6840","102298.91"
"2318","Customer 7431","102290.28"
"2319","Customer 2830","102262.53"
"2320","Customer 215","102245.58"
"2321","Customer 3849","102235.41"
"2322","Customer 8553","102218.51"
"2323","Customer 5992","102217.12"
"2324","Customer 2361","102204.43"
"2325","Customer 2733","102182.27"
"2326","Customer 9216","102179.39"
"2327","Customer 6175","102144.87"
"2328","Customer 521","102136.86"
"2329","Customer 4620","102125.16"
"2330","Customer 3880","102123.72"
"2331","Customer 3891","102082.63"
"2332","Customer 6603","102079.29"
"2333","Customer 9987","102065.87"
"2334","Customer 8312","102042.81"
"2335","Customer 7689","102006.67"
"2336","Customer 9039","101992.57"
"2337","Customer 236","101978.84"
"2338","Customer 4015","101961.19"
"2339","Customer 6260","101960.97"
"2340","Customer 7389","101958.78"
"2341","Customer 1097","101949.27"
"2342","Customer 2080","101939.20"
"2343","Customer 5430","101920.07"
"2344","Customer 413","101919.94"
"2345","Customer 5987","101918.27"
"2346","Customer 9033","101910.68"
"2347","Customer 9247","101890.98"
"2348","Customer 9324","101873.81"
"2349","Customer 5043","101854.39"
"2350","Customer 679","101845.82"
"2351","Customer 6896","101844.29"
"2352","Customer 3350","101843.90"
"2353","Customer 1206","101828.09"
"2354","Customer 2639","101817.52"
"2355","Customer 233","101813.79"
"2356","Customer 4965","101806.36"
"2357","Customer 8243","101798.69"
"2358","Customer 8252","101788.13"
"2359","Customer 3582","101778.81"
"2360","Customer 6888","101772.11"
"2361","Customer 9521","101754.25"
"2362","Customer 9257","101750.00"
"2363","Customer 6417","101740.39"
"2364","Customer 4647","101716.43"
"2365","Customer 4394","101701.14"
"2366","Customer 1502","101700.11"
"2367","Customer 4178","101694.78"
"2368","Customer 2285","101693.65"
"2369","Customer 6025","101675.16"
"2370","Customer 7135","101638.53"
"2371","Customer 3301","101637.85"
"2372","Customer 638","101637.45"
"2373","Customer 327","101624.77"
"2374","Customer 1369","101617.12"
"2375","Customer 9372","101614.96"
"2376","Customer 6790","101601.89"
"2377","Customer 4675","101598.68"
"2378","Customer 3986","101598.35"
"2379","Customer 9918","101590.29"
"2380","Customer 6370","101584.28"
"2381","Customer 9879","101581.64"
"2382","Customer 2302","101577.11"
"2383","Customer 9171","101568.70"
"2384","Customer 5476","101536.02"
"2385","Customer 6324","101535.01"
"2386","Customer 138","101526.16"
"2387","Customer 945","101512.66"
"2388","Customer 8196","101510.95"
"2389","Customer 768","101500.17"
"2390","Customer 7151","101497.53"
"2391","Customer 7968","101486.64"
"2392","Customer 8724","101484.73"
"2393","Customer 3285","101472.44"
"2394","Customer 3607","101444.35"
"2395","Customer 9553","101430.17"
"2396","Customer 2987","101409.54"
"2397","Customer 1283","101396.49"
"2398","Customer 5285","101367.69"
"2399","Customer 4872","101366.80"
"2400","Customer 6332","101355.31"
"2401","Customer 5248","101340.50"
"2402","Customer 2871","101329.57"
"2403","Customer 6198","101328.66"
"2404","Customer 2692","101323.52"
"2405","Customer 2008","101289.20"
"2406","Customer 9542","101277.54"
"2407","Customer 1389","101274.79"
"2408","Customer 187","101270.00"
"2409","Customer 2147","101257.34"
"2410","Customer 2859","101249.19"
"2411","Customer 7720","101229.81"
"2412","Customer 3003","101216.67"
"2413","Customer 5722","101204.85"
"2414","Customer 785","101192.82"
"2415","Customer 8171","101166.90"
"2416","Customer 7463","101162.24"
"2417","Customer 9589","101157.62"
"2418","Customer 6026","101156.12"
"2419","Customer 1736","101148.87"
"2420","Customer 2499","101144.49"
"2421","Customer 2579","101128.23"
"2422","Customer 3436","101074.64"
"2423","Customer 9253","101067.42"
"2424","Customer 2369","101054.26"
"2425","Customer 4559","101047.84"
"2426","Customer 7590","101043.67"
"2427","Customer 5268","101009.61"
"2428","Customer 64","101001.51"
"2429","Customer 5187","100984.27"
"2430","Customer 1104","100980.37"
"2431","Customer 2376","100980.08"
"2432","Customer 8625","100978.29"
"2433","Customer 4528","100978.02"
"2434","Customer 6282","100976.66"
"2435","Customer 2444","100973.46"
"2436","Customer 7243","100971.48"
"2437","Customer 2140","100946.07"
"2438","Customer 4613","100924.16"
"2439","Customer 1068","100915.14"
"2440","Customer 4202","100889.64"
"2441","Customer 5254","100875.89"
"2442","Customer 6302","100870.84"
"2443","Customer 7262","100869.61"
"2444","Customer 6059","100862.06"
"2445","Customer 6228","100860.55"
"2446","Customer 2353","100819.40"
"2447","Customer 6826","100814.79"
"2448","Customer 6597","100814.41"
"2449","Customer 2436","100808.54"
"2450","Customer 7835","100807.72"
"2451","Customer 951","100804.15"
"2452","Customer 3150","100802.31"
